Navn;Ejd_beliggenhed;CVR;KOMMUNE_NR;EJD_NR;Andel;delta_Ejendoms_værdi;delta_Grund_værdi;delta_Stuehus_værdi;delta_Stuehus_Grund_værdi;Vurdering_Aktuel;Ejendoms_værdi_Aktuel;Grund_Værdi_Aktuel;Stuehus_Værdi_Aktuel;Stuehus_grundværdi_Aktuel;Historisk_vurdering;Historisk_ejendomsværdi;Historisk_grundværdi;Historisk_stuehusværdi;Historisk_stuehus_grundværdi;Elavskode;Matrnr
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AN
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AN
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AN
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AO
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;6AR
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7E
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7F
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7G
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;32A
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AD
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;7AC
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400854;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart kommune;Ejby Mose 61;29189684;410;2537;100;-2430000;-2560500;0;0;2016;420000;237300;0;0;2004;2850000;2797800;0;0;400451;5AF
Middelfart Kommune;Fjellerupvej 26 - Skole;29189684;410;2663;100;2300000;222900;0;0;2016;9500000;540600;0;0;2004;7200000;317700;0;0;400552;2G
Middelfart Kommune;Fjellerupvej 26 - Skole;29189684;410;2663;100;2300000;222900;0;0;2016;9500000;540600;0;0;2004;7200000;317700;0;0;400552;2G
Middelfart Kommune;Fjellerupvej 26 - Skole;29189684;410;2663;100;2300000;222900;0;0;2016;9500000;540600;0;0;2004;7200000;317700;0;0;400552;2I
Middelfart Kommune;Fjellerupvej 26 - Skole;29189684;410;2663;100;2300000;222900;0;0;2016;9500000;540600;0;0;2004;7200000;317700;0;0;400552;2I
Middelfart kommune;Ejby Mose 31;29189684;410;2910;100;52900;52900;0;0;2016;105700;105700;0;0;2004;52800;52800;0;0;400451;14FA
Middelfart kommune;Solvænget 30;29189684;410;2913;100;15900;15900;0;0;2016;116500;116500;0;0;2004;100600;100600;0;0;400451;16BG
Middelfart kommune;Kobbermosevej 6;29189684;410;2917;100;8800;8800;0;0;2016;17600;17600;0;0;2004;8800;8800;0;0;400851;1H
Middelfart kommune;Storegade 17;29189684;410;3189;100;0;0;0;0;2016;155600;155600;0;0;2004;155600;155600;0;0;401055;18Q
Middelfart Kommune;Tanderupvej 53;29189684;410;3887;100;-50000;0;0;0;2016;430000;0;0;0;2004;480000;0;0;0;391853;1P
Middelfart Kommune;Tanderupvej 51 - Skole;29189684;410;3903;100;-3850000;91800;0;0;2016;2650000;408100;0;0;2004;6500000;316300;0;0;391853;1P
Middelfart Kommune;Tanderupvej 51 - Skole;29189684;410;3903;100;-3850000;91800;0;0;2016;2650000;408100;0;0;2004;6500000;316300;0;0;391853;1P
Middelfart Kommune;Tanderupvej 51 - Skole;29189684;410;3903;100;-3850000;91800;0;0;2016;2650000;408100;0;0;2004;6500000;316300;0;0;391853;1AT
Middelfart Kommune;Tanderupvej 51 - Skole;29189684;410;3903;100;-3850000;91800;0;0;2016;2650000;408100;0;0;2004;6500000;316300;0;0;391853;1AT
Middelfart kommune;Tåruplundvej 3, Børnehave;29189684;410;3965;100;1350000;82100;0;0;2016;2450000;449300;0;0;2004;1100000;367200;0;0;400856;10BF
Ejby Skole;Halvej 9;29189684;410;4212;100;45500;-2300;0;0;2016;330000;282200;0;0;2004;284500;284500;0;0;400451;3HÆ
Ejby Skole;Halvej 9;29189684;410;4212;100;45500;-2300;0;0;2016;330000;282200;0;0;2004;284500;284500;0;0;400451;3HÆ
Ejby Skole;Halvej 9;29189684;410;4212;100;45500;-2300;0;0;2016;330000;282200;0;0;2004;284500;284500;0;0;400451;3KR
Ejby Skole;Halvej 9;29189684;410;4212;100;45500;-2300;0;0;2016;330000;282200;0;0;2004;284500;284500;0;0;400451;3KR
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;3C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;3C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;4C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;4C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4C
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DA
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;6DA
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DA
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;6DA
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DA
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DA
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;6DV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;6DV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;6DV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3AV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;3AV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3AV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;3AV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3AV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;3AV
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4DU
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;4DU
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4DU
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400855;4DU
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4DU
Middelfart Kommune;Søndergade 76(5591)Markedsplads;29189684;410;4318;100;-42200;-42200;0;0;2016;594800;594800;0;0;2004;637000;637000;0;0;400851;4DU
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DX
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DX
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DX
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DX
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DZ
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DZ
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DZ
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DZ
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DY
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DY
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DY
