Navn;Ejd_beliggenhed;CVR;KOMMUNE_NR;EJD_NR;Andel;delta_Ejendoms_værdi;delta_Grund_værdi;delta_Stuehus_værdi;delta_Stuehus_Grund_værdi;Vurdering_Aktuel;Ejendoms_værdi_Aktuel;Grund_Værdi_Aktuel;Stuehus_Værdi_Aktuel;Stuehus_grundværdi_Aktuel;Historisk_vurdering;Historisk_ejendomsværdi;Historisk_grundværdi;Historisk_stuehusværdi;Historisk_stuehus_grundværdi;Elavskode;Matrnr
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4DY
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4CB
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4CB
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4CB
Middelfart kommune;Toftevej;29189684;410;4320;100;5400;5400;0;0;2016;16000;16000;0;0;2004;10600;10600;0;0;400851;4CB
Middelfart kommune;Granlyvej 3;29189684;410;4343;100;6800;6800;0;0;2016;17100;17100;0;0;2004;10300;10300;0;0;400251;1U
Middelfart kommune;Åvænget 32;29189684;410;4434;100;38300;38300;0;0;2016;208400;208400;0;0;2004;170100;170100;0;0;400952;16Q
Middelfart kommune;Åkrogen 6;29189684;410;4435;100;21500;21500;0;0;2016;121700;121700;0;0;2004;100200;100200;0;0;400952;16R
Middelfart kommune;Åkrogen 18;29189684;410;4452;100;29500;29500;0;0;2016;157300;157300;0;0;2004;127800;127800;0;0;400952;16Z
Middelart Kommune;Halvej 3 - Børnehave;29189684;410;4496;100;1000000;0;0;0;2016;2500000;38700;0;0;2004;1500000;38700;0;0;400451;3KN
Middelfart kommune;Ejby Mose 3;29189684;410;4501;100;28100;28100;0;0;2016;212700;212700;0;0;2004;184600;184600;0;0;400451;3BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10N
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10AT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BQ
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;11I
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CX
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CV
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CU
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;10CY
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400854;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
Middelfart kommune;Nørregade 91 A;29189684;410;4503;100;378400;378400;0;0;2016;1994300;1994300;0;0;2004;1615900;1615900;0;0;400451;36BT
MIDDELFART KOMMUNE;Fabriksvej 15 (5592) - Materiel;29189684;410;4504;100;-200000;137400;0;0;2016;3150000;1098600;0;0;2004;3350000;961200;0;0;400451;11AI
Middelfart Kommune;Harndrup Holme 4 - sportsplads;29189684;410;4505;100;0;0;0;0;2016;429300;429300;0;0;2004;429300;429300;0;0;400952;17L
Middelfart Kommune;Harndrup Holme 4 - sportsplads;29189684;410;4505;100;0;0;0;0;2016;429300;429300;0;0;2004;429300;429300;0;0;400952;17L
Middelfart Kommune;Harndrup Holme 4 - sportsplads;29189684;410;4505;100;0;0;0;0;2016;429300;429300;0;0;2004;429300;429300;0;0;400952;17Q
Middelfart Kommune;Harndrup Holme 4 - sportsplads;29189684;410;4505;100;0;0;0;0;2016;429300;429300;0;0;2004;429300;429300;0;0;400952;17Q
Middelfart kommune;Industrivej 502 (5592) - Jord;29189684;410;4508;100;457800;457800;0;0;2016;724700;724700;0;0;2004;266900;266900;0;0;400451;11Ø
Middelfart kommune;Bogensevej 12b (5464);29189684;410;4510;100;0;0;0;0;2016;311100;311100;0;0;2004;311100;311100;0;0;400351;7T
Middelfart kommune;Juelsmindevænget 3;29189684;410;4511;100;25600;25600;0;0;2016;136400;136400;0;0;2004;110800;110800;0;0;400952;59P
Middelfart kommune;Juelsmindevænget 4;29189684;410;4512;100;36400;36400;0;0;2016;143300;143300;0;0;2004;106900;106900;0;0;400952;59Q
Middelfart Kommune;Juelsmindevej 16 - Forp. ud;29189684;410;4526;100;291000;291000;0;0;2016;1012500;1012500;0;0;2004;721500;721500;0;0;400952;8L
Middelfart kommune;Juelsmindevænget 502;29189684;410;4527;100;6700;6700;0;0;2016;68300;68300;0;0;2004;61600;61600;0;0;400952;8AS
Middelfart Kommune;Tåruplundvej 501 - Forpagtet ud;29189684;410;4530;100;-102100;-102100;0;0;2016;147200;147200;0;0;2004;249300;249300;0;0;400856;9M
Middelfart kommune;Juelsmindevænget 20;29189684;410;4542;100;22600;22600;0;0;2016;120500;120500;0;0;2004;97900;97900;0;0;400952;8AY
Middelfart kommune;Vindebjergvej 12 A;29189684;410;4587;100;-12100;-12100;0;0;2016;179800;179800;0;0;2004;191900;191900;0;0;400952;59T
Middelfart kommune;Vindebjergvej 15 B;29189684;410;4588;100;13300;13300;0;0;2016;33100;33100;0;0;2004;19800;19800;0;0;400952;16Ø
Middelfart Kommune;Vindebjergvej 15F - Forp. ud;29189684;410;4589;100;72500;72500;0;0;2016;410700;410700;0;0;2004;338200;338200;0;0;400952;16Æ
Middelfart kommune;Søndergade 78 Borgerforening;29189684;410;4625;100;800000;121200;0;0;2016;3700000;605700;0;0;2004;2900000;484500;0;0;400855;6DM
Middelfart Kommune;Fabriksvej 500(5592)Forpagtet ud;29189684;410;4758;100;165000;165000;0;0;2016;822300;822300;0;0;2004;657300;657300;0;0;400451;9N
Middelfart kommune;Industribuen 500;29189684;410;4777;100;-857600;-857600;0;0;2016;429400;429400;0;0;2004;1287000;1287000;0;0;400451;21K
Middelfart kommune;Industribuen 500;29189684;410;4777;100;-857600;-857600;0;0;2016;429400;429400;0;0;2004;1287000;1287000;0;0;400451;21K
Middelfart kommune;Industribuen 500;29189684;410;4777;100;-857600;-857600;0;0;2016;429400;429400;0;0;2004;1287000;1287000;0;0;400451;21D
Middelfart kommune;Industribuen 500;29189684;410;4777;100;-857600;-857600;0;0;2016;429400;429400;0;0;2004;1287000;1287000;0;0;400451;21D
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3DF
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3DF
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3DF
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3EF
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3EF
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3EF
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3EN
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3EN
Middelfart kommune;Havevej 5;29189684;410;4786;100;1000;1000;0;0;2016;23200;23200;0;0;2004;22200;22200;0;0;400451;3EN
Middelfart kommune;Havrevænget 500;29189684;410;4812;100;-23200;-23200;0;0;2016;171900;171900;0;0;2004;195100;195100;0;0;400353;7T
Middelfart kommune;Havevej 7;29189684;410;4818;100;0;0;0;0;2016;14300;14300;0;0;2004;14300;14300;0;0;400451;3EU
Middelfart kommune;Havevej 7;29189684;410;4818;100;0;0;0;0;2016;14300;14300;0;0;2004;14300;14300;0;0;400451;3EU
Middelfart kommune;Havevej 7;29189684;410;4818;100;0;0;0;0;2016;14300;14300;0;0;2004;14300;14300;0;0;400451;3KP
Middelfart kommune;Havevej 7;29189684;410;4818;100;0;0;0;0;2016;14300;14300;0;0;2004;14300;14300;0;0;400451;3KP
Middelfart kommune;Klodeparken 1-5;29189684;410;4821;100;322500;322500;0;0;2016;645100;645100;0;0;2004;322600;322600;0;0;400353;12H
Middelfart Kommune;Brenderupvej 30 - Forpagtet ud;29189684;410;4838;100;200000;44200;0;0;2016;510000;150100;0;0;2004;310000;105900;0;0;400353;7U
Middelfart kommune;Havrevænget 22;29189684;410;4847;100;92800;92800;0;0;2016;493600;493600;0;0;2004;400800;400800;0;0;400353;7Q
Middelfart Kommune;Kirkevej 35 (5464) Bolig;29189684;410;4890;100;20000;0;0;0;2016;450000;0;0;0;2004;430000;0;0;0;400353;2V
Middelfart Kommune;Kirkevej 35 (5464) Bolig;29189684;410;4890;100;20000;0;0;0;2016;450000;0;0;0;2004;430000;0;0;0;400353;2V
Middelfart Kommune;Kirkevej 35 (5464) Bolig;29189684;410;4890;100;20000;0;0;0;2016;450000;0;0;0;2004;430000;0;0;0;400353;15M
Middelfart Kommune;Kirkevej 35 (5464) Bolig;29189684;410;4890;100;20000;0;0;0;2016;450000;0;0;0;2004;430000;0;0;0;400353;15M
Middelfart Kommune;Anlægsvej 4 A;29189684;410;4892;100;-350000;0;0;0;2016;3200000;0;0;0;2004;3550000;0;0;0;400451;3BØ
Middelfart Kommune;Stjernevænget 3;29189684;410;4894;100;-80000;0;0;0;2016;720000;0;0;0;2004;800000;0;0;0;400451;3BØ
Middelfart Kommune;Algade 60 B (5592);29189684;410;4900;100;-517500;-517500;0;0;2016;82900;82900;0;0;2004;600400;600400;0;0;400451;18C
Middelfart Kommune;Halvej 4;29189684;410;4938;100;-100000;0;0;0;2016;1350000;0;0;0;2004;1450000;0;0;0;400451;3HÆ
Middelfart kommune;Åbakkevej 2 A-G, 4, 6;29189684;410;4958;100;2700000;0;0;0;2016;8500000;0;0;0;2004;5800000;0;0;0;400351;3A
Middelfart kommune;Åbakkevej 2 A-G, 4, 6;29189684;410;4958;100;2700000;0;0;0;2016;8500000;0;0;0;2004;5800000;0;0;0;400351;3A
Middelfart kommune;Åbakkevej 2 A-G, 4, 6;29189684;410;4958;100;2700000;0;0;0;2016;8500000;0;0;0;2004;5800000;0;0;0;400351;3AT
Middelfart kommune;Åbakkevej 2 A-G, 4, 6;29189684;410;4958;100;2700000;0;0;0;2016;8500000;0;0;0;2004;5800000;0;0;0;400351;3AT
Børnehuset;Tanderupvej 49 - Børnehave;29189684;410;4965;100;0;0;0;0;2016;1050000;0;0;0;2004;1050000;0;0;0;391853;1P
Middelfart kommune;Tårupvej 16 (5591);29189684;410;4966;100;300000;-232400;0;0;2016;13200000;309700;0;0;2004;12900000;542100;0;0;400851;8CB
Middelfart kommune;Kirkevej 13 (5464);29189684;410;4976;100;8900000;0;0;0;2016;15300000;0;0;0;2004;6400000;0;0;0;400353;2V
Middelfart kommune;Tårupvej 10A-I,12A-z,14A-i,16;29189684;410;4985;100;4000000;478600;0;0;2016;22800000;921400;0;0;2004;18800000;442800;0;0;400851;8CB
Middelfart kommune;Drejerbakken 500;29189684;410;4989;100;0;0;0;0;2016;3200;3200;0;0;2004;3200;3200;0;0;400451;38K
Middelfart kommune;Drejerbakken 13;29189684;410;5009;100;0;0;0;0;2016;171400;171400;0;0;2004;171400;171400;0;0;400451;38P
Middelfart kommune;Juelsmindevej 53-Gr.omr/Klubhus;29189684;410;5020;100;11169600;11240500;0;0;2016;12049600;12049600;0;0;2004;880000;809100;0;0;400358;10G
Middelfart kommune;Stationsvej 26 a-h (5464);29189684;410;5029;100;300000;132200;0;0;2016;3800000;519400;0;0;2004;3500000;387200;0;0;400359;1BO
Middelfart kommune;Anlægsvej 9;29189684;410;5051;100;-800000;77000;0;0;2016;7350000;242100;0;0;2004;8150000;165100;0;0;400451;3KT
